#,اسم الفعالية,الجهة المسؤولة,وصف الفعالية,تاريخ البداية,تاريخ النهاية,عدد الأيام,التصنيف,النوع,المدينة,الفئة الفرعية,حالة الإضافة,التمويل,التواصل,فترة الإقامة,حالة التضمين,سبب الاستبعاد
,سلسلة المعارض الفردية 2026 ,معهد مسك للفنون ,"تشكل سلسلة المعارض الفردية التي يطلقها المعهد خطوة مهمة في مسيرته، حيث تسلّط الضوء على مجموعة من روّاد الفن السعودي الذين كان لهم بالغ الأثر في تشكيل المشهد الفني في المملكة ويأتي كُلّ معرض من هذه السلسلة مقدمًا فرصة للتعمّق في التجربة الفنية لهؤلاء الفنانين وكاشفًا عن التفاصيل الدقيقة في ممارستهم الإبداعية ولغتهم البصرية والتشكيلية.","Wednesday, April 1, 2026","Wednesday, July 1, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,الربع الثاني 2026م,تضمن,
,مهرجان 1001 الموسيقي,مدل بيست,"مهرجان الموسيقى الإلكترونية يقام عبر 4 مسارح، حيث سيتم تصميم المسارح بشكل رائع تعكس الطابع العربي وقصص الف ليلة وليلة مثل علاء الدين والمصباح وعلي بابا وسندباد وغيرها وستضم الفعالية DJ's محليين وإقليميين ودوليين في مجال الموسيقى الإلكترونية.","Thursday, April 2, 2026","Friday, April 3, 2026",,Tier 1,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,حفلة ليالي ألف ليلة وليله,الهيئة العامة للترفيه,ليالي ألف ليلة ستكون أول حدث حصري تنظمه مدل بيست يدور حول المطربين العرب المحليين والإقليميين البارزين بالإضافة إلى العروض الحية ومنسقي الأغاني من المتوقع أن يجذب الحدث أكثر من 20000 زائر من المناطق المحلية والإقليمية على مدار يومين.,"Thursday, April 2, 2026","Saturday, April 4, 2026",,Tier 1,ترفيه,الرياض,,أساس,ملغى 1,متواصلة,خلال التواريخ المحددة,لن تضمن,غير مضمنة
,كأس 27 ضد اليابان ,أكاديمية مهد الرياضية ,بطولة ثنائية تهدف إلى إقامة مباريات بين أكاديمية مهد الرياضية ومنتخب اليابان فئة 2011 بنظام الذهاب والإياب.,"Sunday, April 5, 2026","Wednesday, April 15, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,البطولات النسائية للرياضات الإلكترونية,الاتحاد السعودي للرياضات الإلكترونية,الدوري السعودي للرياضات الإلكترونية النسائية هي بطولة خصصت لاستهداف الألعاب الدارجة بين اللاعبات المحترفات في منتج واحد لتكون حجر أساس لتسويق وتشجيع النساء للمشاركة في الرياضات الإلكترونية.,"Sunday, April 5, 2026","Thursday, April 16, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,غير متواصلة,خلال التواريخ المحددة,تضمن,
,كأس 27 ضد البرازيل ,أكاديمية مهد الرياضية ,بطولة ثنائية تهدف إلى إقامة مباريات بين أكاديمية مهد الرياضية ومنتخب البرازيل فئة 2011 بنظام الذهاب والإياب في الرياض. ,"Monday, April 20, 2026","Saturday, April 25, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,تصفيات بطولات النخبة للرياضات الإلكترونية,الاتحاد السعودي للرياضات الإلكترونية,"الدوري السعودي للرياضات الإلكترونية النخبة هي بطولة تمثل منصة أساسية للدوري السعودي للرياضات الإلكترونية، حيث تشمل الألعاب الأكثر شهرة بين مجتمع الرياضات الإلكترونية وتساهم في زيادة عدد جماهير القطاع لتعزيز الأثر المتوقع.","Monday, April 20, 2026","Saturday, May 30, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,غير متواصلة,خلال التواريخ المحددة,تضمن,
,مساءات مشكاة ,مدينة الملك عبدالله للطاقة الذرية والمتجددة,"برنامج مساءات مشكاة الذي صمم خصيصاً للعائلة لتستمع بعلوم الطاقة بطريقة شيقة وثرية عن طريق عدد من البرامج التي تستهدف مختلف شرائح المجتمع، ويتميز البرنامج بأن لكل أمسية طابعاً خاصاً، حيث يُقدم كل مرة تحت عنوان أو ثيم مختلف يثري التجربة ويضيف لها بعداً جديداً.","Friday, May 1, 2026","Tuesday, May 5, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,مايو 2026م,تحسب بدون تضمين,Tier 3
,بطولة Valorant Challengers League,الاتحاد السعودي للرياضات الإلكترونية,"البطولة الإقليمية الرسمية للعبة VALORANT ضمن منظومة المنافسات المعتمدة من Riot Games، وتُعد المستوى الثاني في الهرم التنافسي العالمي للعبة، تمثل بطولة VCL المسار الأساسي لتأهيل الفرق الصاعدة والمحترفة نحو البطولات الأعلى وصولًا إلى المنافسات العالمية.","Monday, May 11, 2026","Wednesday, May 13, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,CPTWW Middle East بطولة,الاتحاد السعودي للرياضات الإلكترونية,"البطولات الرسمية ضمن سلسلة Capcom Pro Tour World Warrior والمخصصة لمنطقة الشرق الأوسط، تُعد البطولة منصة تنافسية عالية المستوى للمحترفين والهواة، وتهدف إلى اكتشاف المواهب الإقليمية وتمكينها من المنافسة على الساحة العالمية.","Saturday, May 16, 2026","Thursday, October 22, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,غير متواصلة,خلال التواريخ المحددة,تضمن,
,معرض الترفيه والتسلية السعودي,قطاع خاص (DMG),معرض وقمة تجارية تركز على قطاع الترفيه في السعودية يجتمع فيه المحترفون من الصناعة لاستكشاف أحدث المنتجات والتقنيات والابتكارات في مجال الترفيه مثل الحدائق الترفيهية والألعاب والتجارب التفاعلية بما في ذلك التقنيات المبتكرة مثل الواقع الافتراضي والمعزز وحلول الترفيه المستدامة.,"Wednesday, May 20, 2026","Friday, May 22, 2026",,Tier 1,ترفيه,الرياض,,أساس,ملغى 1,متواصلة,خلال التواريخ المحددة,لن تضمن,غير مضمنة
,نهائي البطولات القتالية للرياضات الإلكترونية,الاتحاد السعودي للرياضات الإلكترونية,بطولة صممت لتكون حاضنتاً للألعاب القتالية وذلك عبر توحيدها في منتج واحد لترفع مستوى الألعاب القتالية وتحتضن مجتمع قوي وتنافسي للاعبين والجماهير على حد سواء.,"Thursday, May 21, 2026","Saturday, May 23, 2026",,Tier 2,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,عيد الأضحى,الشركة السعودية للقهوة,عيد الأضحى,"Wednesday, May 27, 2026","Wednesday, May 27, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,حفل ومعرض الخريج والوظيفة ,معهد الإدارة العامة ,حفل للاحتفاء بخريجي وخريجات برامج  دبلومات ما بعد الثانوي و الدبلوم العالي والدبلوم العالي للعلوم القانونية.,"Monday, June 1, 2026","Tuesday, June 2, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,مساءات مشكاة ,مدينة الملك عبدالله للطاقة الذرية والمتجددة,"برنامج مساءات مشكاة الذي صمم خصيصاً للعائلة لتستمع بعلوم الطاقة بطريقة شيقة وثرية عن طريق عدد من البرامج التي تستهدف مختلف شرائح المجتمع، ويتميز البرنامج بأن لكل أمسية طابعاً خاصاً، حيث يُقدم كل مرة تحت عنوان أو ثيم مختلف يثري التجربة ويضيف لها بعداً جديداً.","Monday, June 1, 2026","Wednesday, June 3, 2026",,Tier 3,ترفيه,الرياض,,أساس,لم تلغى,متواصلة,يونيو 2026م,تحسب بدون تضمين,Tier 3
